"","x"
"261",12.210600407024
"262",11.6625868051426
"263",12.0221754313248
"264",12.2283813086851
"265",12.3453383537665
"266",12.1139328739382
"267",12.0215490003688
"268",12.1279650103428
"269",12.0151659632334
"270",12.0130165606285
"271",11.6847804749184
"272",11.7882420970208
"273",11.6953618516321
"274",11.7841020797448
"275",11.7941406022905
"276",11.6770572564654
"277",12.8169337938156
"278",12.2813587526137
"279",12.4312102557121
"280",12.0444863430274
"281",11.9547702838497
"282",12.0390600199804
"283",12.0718103610432
"284",12.6521784621609
"285",12.2608402046384
"286",12.3842849660821
"287",12.2030024082624
"288",12.274903056453
"289",12.0254997276833
"290",11.8754185181968
"291",12.3542510404887
"292",11.7359500863066
"293",11.8457505411281
"294",12.1936971072017
"295",12.0515443916784
"296",11.7256992228716
"297",11.7104626985198
"298",11.8412113248517
"299",12.0534772140702
"300",11.9799362354816
"301",11.9775105438791
"302",12.0025120136753
"303",12.0136232908761
"304",11.6463821643933
"305",11.9746287684056
"306",12.0552507995477
"307",12.2689897332235
"308",11.8311867769601
"309",12.0909178074481
"310",11.8881618790261
"311",11.82828105959
"312",11.8374648352634
"313",11.7845441107687
"314",11.7384681829987
"315",11.7970493978223
"316",11.7723964065096
"317",11.6822297511714
"318",11.7589408633051
"319",11.7162757668278
"320",12.1149405947387
"321",11.7713445651926
"322",11.4308177281008
"323",11.8347174335976
"324",11.2615363029166
"325",11.6626716302679
"326",11.7256031532065
"327",12.0661003407068
"328",10.899010652474
"329",11.5617163420249
"330",11.2160477412421
"331",12.0541738533766
"332",11.9433897893091
"333",11.9193279903263
"334",11.8880934806363
"335",11.8552981348402
"336",11.7757762069684
"337",11.7748698408311
"338",11.6910896634329
"339",11.638758853793
"340",11.8079147433244
"341",11.6719263099184
"342",11.7964237080778
"343",11.8778155875678
"344",11.8505412651036
"345",11.8012748701563
"346",11.6017501470305
"347",11.9536393250348
"348",11.7406391150547
"349",11.807892797698
"350",11.8130287383526
"351",11.5670374459707
"352",11.6657831464026
"353",11.6845170037193
"354",11.5124137673865
"355",10.9450400268457
"356",11.5242826036634
"357",11.5222299946672
"358",11.8165034717338
"359",11.6453143534172
"360",11.1835641213143
"361",11.5493787953989
"362",11.8636068475607
"363",11.1066155205441
"364",11.7787086714514
"365",11.7808138031903
"366",11.5379567336668
"367",11.61372522052
"368",11.7540972804978
"369",11.5827702356147
"370",11.8638692301002
"371",12.0621837523812
"372",11.4932879774327
"373",11.8406353104441
"374",11.741443434266
"375",11.9923358523145
"376",11.6887140294105
"377",11.3983151510767
"378",11.8203276098283
"379",11.3167448676106
"380",12.0143929770551
"381",11.8551396551172
"382",11.4416315445757
"383",11.8506738504365
"384",11.8867931045441
"385",11.864759082759
"386",12.0295517592775
"387",11.8739148214387
"388",10.9593300003191
"389",11.565417062914
"390",11.7350366253351
"391",11.9606682475546
"392",11.7513657206203
"393",11.7225819632183
"394",12.1673971752762
"395",11.9942395479779
"396",12.2356057349476
"397",11.9766691176715
"398",11.8306898013959
"399",11.7034441829077
"400",11.8994350309271
"401",11.70331716137
"402",12.6107444382161
"403",12.536289600577
"404",12.5365276491547
"405",12.7347352425277
"406",12.7117501036182
"407",12.455716253608
"408",12.6409170011699
"409",12.2364441209373
"410",12.5593899746557
"411",12.4196473952707
"412",12.0543393979394
"413",12.2789220309282
"414",11.8062883012265
"415",12.3062681364591
"416",12.1415770439466
"417",12.3079622303519
"418",12.2425791008042
"419",11.7940237736705
"420",11.8144937454233
"421",12.4869052121395
"422",12.4482205069174
"423",12.2345099879702
"424",12.29276937069
"425",12.5049554916002
"426",12.6036074004814
"427",12.2719468222225
"428",12.6109588539468
"429",12.038586002569
"430",11.7696519569695
"431",11.8889488567179
"432",11.6108951015585
"433",11.803378432722
"434",11.7475227188871
"435",11.9255234432017
"436",11.7408579557153
"437",11.6465563406272
"438",11.5157429741004
"439",11.8642832405968
"440",11.8860813836493
"441",11.9192458797938
"442",11.8952372144536
"443",12.3339441844778
"444",11.7920742124156
"445",12.1006845822779
"446",11.8446171936482
"447",12.1042746528128
"448",11.7377186544198
"449",11.8427211727838
"450",11.7695274393598
"451",12.1164014271363
"452",12.4285746291641
"453",11.8625321879461
"454",11.1633935398078
"455",12.5939527574613
"456",11.2781304685329
"457",12.4467148747297
"458",11.8157400040542
"459",12.0146993831001
"460",11.9434997599246
"461",12.891056937167
"462",12.7350391838364
"463",12.1638906829614
"464",12.3034551022182
"465",12.2929342780991
"466",12.8380623483999
"467",11.827034744742
"468",12.0497956113336
"469",11.7546970192617
"470",11.811212023611
"471",11.852766138544
"472",11.8402123232223
"473",11.9394184388984
"474",12.0785504276851
"475",12.0810631585941
"476",12.0995405178086
"477",12.1041792045187
"478",12.0242487076222
"479",12.4169259909788
"480",12.1662267699162
"481",12.0857975977993
"482",12.1828707552923
"483",12.1745375639622
"484",12.6281159282741
"485",12.7849189547648
"486",11.8736963217468
"487",12.5985268472624
"488",12.0774876189226
"489",12.3842069076268
"490",12.1499498759455
"491",12.5115828002952
"492",12.2609169562318
"493",12.0620005644357
"494",12.1602454928456
"495",11.7931008332135
"496",12.5579828101186
"497",12.048788335587
"498",12.6741329798812
"499",11.8202435376532
"500",11.6524575251645
"501",11.6780210802465
"502",11.4405979322295
"503",11.5238298997988
"504",11.6419814783121
"505",11.8771075680307
"506",11.9731233839814
"507",12.6023415922604
"508",12.8203695447764
"509",12.8227103922953
"510",12.9227692741088
"511",12.8511452152977
"512",12.768185402041
"513",12.4637787216138
"514",12.6750434618516
"515",12.8052965196069
"516",12.5728559716259
"517",12.7492958985954
"518",12.6757150155171
"519",12.6918034356243
"520",12.2197276290343
"521",12.7171133659335
"522",12.3196470939621
"523",12.2476154303861
"524",12.0337708672221
"525",12.2674239449258
"526",12.3104813624847
"527",12.1397674648339
"528",12.0730808106637
"529",12.1425163651524
"530",12.3086552465669
"531",12.2969911124479
"532",12.2829609718276
"533",12.0638953777875
"534",12.3792479170422
"535",12.139580786444
"536",12.4222688368997
"537",12.6532165023406
"538",12.7528240296689
"539",12.4082656228171
"540",12.5794429566269
"541",12.5034932471697
"542",12.4152889191746
"543",12.4642550582159
"544",12.5789339717596
"545",12.3631405730407
"546",12.3135888542815
"547",12.4091664593103
"548",12.2369249081228
"549",12.1496802905726
"550",12.1695690898387
"551",11.7431526660478
"552",12.1521137817394
"553",12.0958114997069
"554",12.1145751925539
"555",12.1972446194627
"556",12.1613238907334
"557",12.2339821312078
"558",11.6914065492897
"559",11.7978614372256
"560",11.7179577332216
"561",11.6413004817509
"562",12.1173886483359
"563",11.9057345384939
"564",12.2996067354801
"565",12.639989167277
"566",12.0807008753612
"567",12.0033441792177
"568",11.9499759866288
"569",12.0424468687904
"570",12.5083561255959
"571",12.3937827669512
"572",12.4689344019284
"573",12.5003225231683
"574",11.9922622629
"575",12.258697990322
"576",12.0903508013976
"577",12.1185613298284
"578",12.4959852767082
"579",12.2968605554635
"580",12.8167487038418
"581",12.6175045237706
"582",12.179898842788
"583",12.0349315882791
"584",11.9589684172816
"585",12.2459336518326
"586",11.8038403167475
"587",11.8555743562689
"588",11.813861816659
"589",11.7901709797706
"590",12.1265222878262
"591",11.6190449586226
"592",11.781759808841
"593",11.892244365023
"594",11.1262197015446
"595",11.9247322702016
"596",11.8385659681267
"597",11.7391363698362
"598",12.2501330210819
"599",11.8305085353564
"600",11.9511642917204
"601",12.0586017153365
"602",11.8236902981412
"603",11.6181691810332
"604",11.8328126989386
"605",11.7702076210138
"606",12.1211600231923
"607",11.5437798748019
"608",11.7717024665838
"609",11.4830613193451
"610",11.572103402941
"611",11.3320816177066
"612",11.8180978325645
"613",11.8739788987242
"614",12.1552295205301
"615",11.8828011297172
"616",11.744559636237
"617",11.8891909365608
"618",11.7469843528391
"619",11.8736449082001
"620",11.6612958632437
"621",11.6891119730632
"622",11.7611670763679
"623",11.7952966794508
"624",11.6016744422517
"625",11.7703802634775
"626",11.8165042143759
"627",11.7002605851343
"628",11.607002278458
"629",11.3627030112259
"630",11.7845878602378
"631",11.5957326664635
"632",11.657610275778
"633",11.8896338589081
"634",11.9073952186275
"635",11.9792589972642
"636",11.5066541216177
"637",11.4325967957966
"638",11.8115802098836
"639",10.9388701292454
"640",11.4162026471028
"641",11.7548058407412
"642",11.8575137584359
"643",11.5501275180685
"644",11.7913280555016
"645",11.7388027326699
"646",11.2509105255892
"647",12.3386739127561
"648",11.7062275372974
"649",11.7299067801842
"650",11.7902147560219
"651",11.9501990275743
"652",11.7803746792126
"653",11.6925163001371
"654",11.6140295778033
"655",11.8273320942675
"656",11.6755213889158
"657",11.8163770981279
"658",11.6585705654606
"659",11.5252423978828
"660",11.6166214686744
"661",11.5728119229644
"662",11.2059418097213
"663",11.5558491527828
"664",12.0304673311013
"665",11.7185250226601
"666",11.8881617047041
"667",11.9065458234797
"668",11.6934976995446
"669",11.572052027216
"670",11.9111878249072
"671",11.8835308644352
"672",11.7070594909241
"673",11.6601412085404
"674",11.6782170691916
"675",11.6440653700611
"676",11.3570969129119
"677",11.7324457190005
"678",11.8667936376575
"679",11.9837641208314
"680",11.8258915077437
"681",11.8859233143946
"682",11.776127409637
"683",11.7945374410386
"684",11.7794055917612
"685",11.8365212703545
"686",12.081499566286
"687",11.9898748363618
"688",11.7708862044311
"689",11.8251817780128
"690",12.288177738778
"691",11.828725021199
"692",11.9063815005286
"693",11.9124130760211
"694",11.660661967504
"695",11.7830234015306
"696",12.2876895117809
"697",12.4092066211694
"698",12.3892443424998
"699",12.1732865639596
"700",12.0639593417669
"701",12.4929605795469
"702",12.9070245060635
"703",12.7820466226461
"704",12.528870946212
"705",12.1175479190527
"706",11.8914489364376
"707",12.2915015718306
"708",12.2238085132375
"709",12.1799652756095
"710",12.304761587518
"711",11.9304749278348
"712",11.9176761130997
"713",11.9204216513691
"714",12.2803352775153
"715",12.7134034747601
"716",12.6911832807958
"717",12.4528199585192
"718",12.31674073756
"719",11.8702563519829
"720",12.1402773343504
"721",12.1551571878593
"722",12.3255006357405
"723",12.1981118802184
"724",11.8473329779575
"725",11.8738188214179
"726",11.8843918972672
"727",11.9321289476743
"728",11.914892442939
"729",12.1116467331536
"730",11.4344280344147
"731",11.4678897643687
"732",11.5145274096163
"733",11.5370063269879
"734",11.6479020138348
"735",11.6092812521078
"736",11.6829810376592
"737",11.493239780428
"738",11.9129586072203
"739",11.9823218114357
"740",11.7552377146816
"741",11.7949327627763
"742",12.0716120683341
"743",11.8298280079357
"744",11.9267400207135
"745",11.5649049163869
"746",11.7883975257909
"747",12.3713539700352
"748",12.3448627903432
"749",12.1061638079451
"750",11.77751122371
"751",11.6324124523205
"752",11.6356248766575
"753",11.5521658213861
"754",11.8003047777594
"755",11.5781145146188
"756",11.8745365192571
"757",11.3678770273641
"758",11.4637647265282
"759",11.2523102452682
"760",11.0230392064293
"761",12.5734565527717
"762",12.3486302202271
"763",12.4391015913246
"764",12.4125346943611
"765",11.8349002957213
"766",12.0043625382179
"767",12.2287152288863
"768",12.5629334129354
"769",12.3753185696615
"770",11.9589407428044
"771",12.2468607160946
"772",12.1182179511728
"773",12.1013249712261
"774",12.425832778704
"775",12.1566913864539
"776",12.510031828304
"777",12.7558814905882
"778",12.327000296336
"779",11.6288143817739
"780",11.9981181062421
"781",11.807884492778
"782",11.8085822535301
"783",11.7370886412936
"784",11.3849052404542
"785",11.3809490628296
"786",11.8549640114257
"787",11.587964613688
"788",11.7061630204716
"789",11.7510370170882
"790",11.8456119492928
"791",11.4625387351293
"792",12.1036645378972
"793",12.036855911902
"794",12.0877889946333
"795",12.1472915766931
"796",12.1083460634226
"797",12.1660768555232
"798",12.0958907411297
"799",12.0872547306844
"800",12.0526712828637
"801",12.1314068877766
"802",12.2046235412092
"803",12.7432211816155
"804",12.9536426850448
"805",12.0156021823665
"806",12.5228574285684
"807",12.711310320774
"808",12.8457749993461
"809",12.006688352289
"810",12.1311343538678
"811",12.4241262325253
"812",12.1926723193136
"813",12.0400708151271
"814",12.1017293749789
"815",12.0525353107788
"816",11.9799186090403
"817",12.0398281762482
"818",11.9602610432638
"819",11.6619453307355
"820",11.6541315483771
"821",12.0271865746568
"822",12.088166238266
"823",11.4927596583218
"824",11.5220773660079
"825",11.8984147932696
"826",11.751321121468
"827",12.7394879956513
"828",12.4642754445161
"829",12.8267399702637
"830",12.8870669199237
"831",12.6338504799274
"832",12.9353727141996
"833",12.9824617253325
"834",12.7953130992904
"835",13.0022901123875
"836",12.4371341798502
"837",12.6252065307829
"838",12.7510109938609
"839",12.6796573483023
"840",12.6557059336687
"841",12.5176035822654
"842",12.4402715370072
"843",12.3821378228791
"844",12.3957714383548
"845",11.9717922991172
"846",11.9818154001014
"847",12.1042899665482
"848",12.2948739368645
"849",12.5352595395763
"850",12.2542455769395
"851",12.1869790088242
"852",12.0750645755527
"853",12.0693077650024
"854",12.1275390183204
"855",12.0532327993327
"856",12.1571712028007
"857",12.1048091511719
"858",12.0554230192223
"859",12.0891237570127
"860",12.1380397939688
"861",12.4516867438918
"862",12.0090009629135
"863",12.2579950923035
"864",12.0666113635187
"865",12.2811323309351
"866",12.0483951511238
"867",12.259531369292
"868",12.3181929992806
"869",12.0990508933631
"870",12.0956579060572
"871",12.6876497599753
"872",12.7416518944479
"873",12.6850927402573
"874",12.421692518638
"875",12.4216054398142
"876",12.6942681220536
"877",12.2206963414052
"878",12.6040812938091
"879",12.3609905851149
"880",12.853353804892
"881",12.2661119218864
"882",12.4186912797065
"883",12.3024677886328
"884",12.3757420443992
"885",12.3862911260777
"886",12.2781219357639
"887",12.1695364588176
"888",12.3437297470153
"889",11.9670648837514
"890",12.5880957075214
"891",12.3722018850874
"892",12.3237642671919
"893",12.2461307362056
"894",11.672824610992
"895",11.9842482428966
"896",11.9327859833226
"897",12.2145885157257
"898",12.1735928510496
"899",11.6699318930505
"900",11.6692676737762
"901",11.8421281938133
"902",12.4422244766156
"903",11.8453428505073
"904",12.0323765493892
"905",12.2804922929548
"906",12.1344588379635
"907",12.3046162619786
"908",12.1907871872251
"909",12.298022708893
"910",12.0457941287655
"911",12.0625391884846
"912",12.1513148507642
"913",12.4368466824821
"914",12.5830386876172
"915",12.4323770675348
"916",12.4089894093985
"917",12.6843440983063
"918",11.9234179527335
"919",12.1737466463441
"920",11.8829212233019
"921",11.952177971274
"922",12.1925703897283
"923",12.2470967485787
"924",12.3302590768825
"925",12.0652213570638
"926",11.8384007836354
"927",11.8452472658541
"928",11.5526273802379
"929",11.7808296203889
"930",11.9833362227263
"931",11.8072137998983
"932",11.6230001691499
"933",12.0179031949908
"934",11.9512139052224
"935",12.1887862058895
"936",11.8540962823775
"937",12.2123322441024
"938",11.7009995747037
"939",11.0389655697937
"940",10.93035587255
"941",11.6393393285414
"942",11.7928100852866
"943",11.7450270528668
"944",12.0073192543967
"945",11.9568181674282
"946",11.8054526307598
"947",11.689701773173
"948",11.8335107990796
"949",11.7962919582812
"950",12.0168938760541
"951",11.7213708871809
"952",11.9655641761626
"953",11.7969627387653
"954",11.9029932769616
"955",11.7147263668646
"956",11.8329977349189
"957",11.7018924276135
"958",11.7255577139359
"959",11.6619756139742
"960",11.7306369772634
"961",11.7968198870161
"962",11.6537498055266
"963",11.5704597681264
"964",11.9241523355445
"965",11.9348086886004
"966",11.67148686574
"967",11.8026046154826
"968",12.1121765811378
"969",11.6467242114878
"970",11.765172187921
"971",11.5445119223406
"972",11.7941101270096
"973",11.8394633641231
"974",11.8651640270167
"975",11.9183566144606
"976",11.6430239751238
"977",11.5308518708861
"978",11.7275212435617
"979",11.6453588811573
"980",11.7342900175223
"981",11.5600652613374
"982",11.558350247706
"983",11.7080251592437
"984",11.7698600773757
"985",11.5109415222471
"986",11.6695057284966
"987",12.2885261010052
"988",11.9023605079173
"989",11.6255966532804
"990",11.8962744299675
"991",11.7471559008277
"992",12.3418971981265
"993",11.5825678812623
"994",11.6932483242556
"995",11.6501698572968
"996",11.7390147755738
"997",11.6682638461943
"998",11.59635683244
"999",11.6075040832117
"1000",11.7845338806042
"1001",11.6672593748466
"1002",11.7060833690293
"1003",11.6672483540013
"1004",11.9781593157508
"1005",11.7503787659587
"1006",11.5871822234876
"1007",11.9647780591751
"1008",11.5013785476113
"1009",11.3666278925036
"1010",12.1253518006508
"1011",12.2507388847978
"1012",11.973264580954
"1013",11.6468808168019
"1014",11.4442552309279
"1015",12.3729190137209
"1016",11.6234569149508
"1017",11.7870490127278
"1018",11.9820658875882
"1019",11.672966480564
"1020",11.9496289843776
"1021",11.6708719601291
"1022",11.8069267236069
"1023",11.667827113078
"1024",11.6767459323723
"1025",11.7411866023596
"1026",12.0001887417089
"1027",12.1048689980345
"1028",11.9510016754506
"1029",11.9824411609682
"1030",11.9174190500222
"1031",11.5879718431146
"1032",12.059585360457
"1033",12.0366465467272
"1034",12.0436493559631
"1035",11.6362044115215
"1036",12.2911395088658
"1037",11.8688097263525
"1038",11.6353949015094
"1039",11.6002986771011
"1040",11.7088173160487
"1041",11.7946005147147
"1042",11.8303656019298
"1043",11.5935263993838
"1044",12.1153520119203
"1045",12.2939754173175
"1046",12.483774028793
"1047",12.5338524648911
"1048",12.4689726968753
"1049",12.3039934959977
"1050",12.3561578220119
"1051",12.1450617684093
"1052",12.281023970802
"1053",12.2889018570716
"1054",12.4371520073388
"1055",11.9317835354434
"1056",12.058730471377
"1057",11.7980791821271
"1058",11.8705619836763
"1059",12.3380980277052
"1060",12.2518875394633
"1061",12.1699600096859
"1062",12.2705513220838
"1063",11.8060158160197
"1064",11.9065235114985
"1065",11.9899651316735
"1066",11.8470351744954
"1067",11.5970533708616
"1068",11.7766606156979
"1069",11.8038913456923
"1070",11.7132430924709
"1071",12.4480831828852
"1072",12.3489837322709
"1073",12.2014828157112
"1074",12.4239148678118
"1075",12.5389493736645
"1076",12.3361739604701
"1077",12.3785776206172
"1078",12.159025473724
"1079",12.1819660157016
"1080",12.0740081277891
"1081",12.124330088618
"1082",11.928576515282
"1083",11.7522168059055
"1084",11.6479430798133
"1085",11.8404883339641
"1086",11.8126031364704
"1087",11.8540550011823
"1088",11.8627594310252
"1089",11.9397726396118
"1090",12.600778750717
"1091",11.8910763486181
"1092",11.6315520437326
"1093",11.4090510824348
"1094",11.7023357378805
"1095",11.5963856907316
"1096",11.568438326638
"1097",11.6789970872745
"1098",11.9479189033146
"1099",11.7574475855437
"1100",11.7303399087175
"1101",11.8436289088243
"1102",11.7497648724901
"1103",11.8100614621926
"1104",12.0260052706549
"1105",11.8470943202849
"1106",11.7367558407052
"1107",11.7464012441683
"1108",12.1036148344623
"1109",12.1586774140859
"1110",11.7733827441791
"1111",11.8791518326036
"1112",12.1187318102029
"1113",12.2949336663627
"1114",12.4511248706905
"1115",11.7514793940194
"1116",11.7777368917352
"1117",11.9069256015261
"1118",11.4622067781541
"1119",11.0629699234149
"1120",11.8125621099537
"1121",11.8040014497747
"1122",11.6649628273794
"1123",12.5062337208523
"1124",12.0528045103421
"1125",12.0625655670984
"1126",12.3378338248557
"1127",12.3269035817539
"1128",11.952938476529
"1129",11.8932287892944
"1130",12.307798339589
"1131",12.3222191273646
"1132",12.2766958466333
"1133",12.4259376993017
"1134",12.1413316272175
"1135",12.2327996932479
"1136",12.7080295155697
"1137",12.105410795601
"1138",12.4538900027507
"1139",12.7109414796763
"1140",11.6238971186982
"1141",11.8261909832433
"1142",11.3105321097184
"1143",11.3450056867794
"1144",11.3089056932318
"1145",11.2282908229649
"1146",11.9010908880556
"1147",12.1371295421245
"1148",12.1623670062367
"1149",11.8553717189295
"1150",11.6337878212587
"1151",11.7457894714655
"1152",11.9282317827879
"1153",11.7708961539831
"1154",11.6924415914284
"1155",11.9406837332559
"1156",11.8317754083719
"1157",11.9870216325926
"1158",12.0950595963877
"1159",12.1064028955658
"1160",12.1349696207673
"1161",12.1450873814918
"1162",12.1397181258642
"1163",12.3420343445729
"1164",12.4629107249264
"1165",12.558253761187
"1166",12.0517245807828
"1167",12.1134841433598
"1168",12.8969772973463
"1169",13.1108256852351
"1170",12.7539379594817
"1171",12.9849049334396
"1172",12.8473378273866
"1173",12.5901512557633
"1174",12.8853364313373
"1175",11.9448037209178
"1176",12.1300215443946
"1177",12.1168523611294
"1178",12.3758216402569
"1179",12.0603680147609
"1180",11.9922203405354
"1181",11.6158429253416
"1182",12.1437253426048
"1183",11.706661086336
"1184",11.7832534732889
"1185",11.5201625516276
"1186",11.4316239905304
"1187",11.4989697980208
"1188",11.8667509022812
"1189",11.8903565925988
"1190",11.9036849792049
"1191",11.85387529716
"1192",13.0301039320612
"1193",12.3406304552658
"1194",12.4144968003962
"1195",12.8225622822971
"1196",12.7640976537856
"1197",12.5953959070676
"1198",12.497909812397
"1199",12.5912713750262
"1200",12.633555481958
"1201",12.7537198167248
"1202",12.7966913211543
"1203",12.6219307799618
"1204",12.5031221846108
"1205",12.6623334372122
"1206",12.5270585542785
"1207",12.046032567263
"1208",12.0682622787036
"1209",12.0802609962962
"1210",12.5341249101238
"1211",12.0924522316869
"1212",12.1347651748676
"1213",12.2188296628649
"1214",12.2108685311106
"1215",12.0555222088276
"1216",12.1407010227083
"1217",12.1955746058304
"1218",12.4927543534515
"1219",12.60647536239
"1220",12.4954651118491
"1221",12.7515881813525
"1222",12.6467564786755
"1223",13.0445388089166
"1224",12.5714609178993
"1225",12.65676986604
"1226",12.4345592025883
"1227",12.7513510808304
"1228",12.3315070622669
"1229",12.2533017290152
"1230",13.0506401912168
"1231",12.1242702619343
"1232",11.6568554886029
"1233",12.188932578812
"1234",11.6605418065792
"1235",12.1528046736634
"1236",12.1323981611217
"1237",12.1725789033399
"1238",12.2129135908821
"1239",12.068448886339
"1240",12.0268510635306
"1241",12.0397359627875
"1242",11.6813560804091
"1243",11.8112912616524
"1244",11.9438676996386
"1245",11.7522431881488
"1246",11.6831111299897
"1247",11.7142668275018
"1248",11.812892223919
"1249",11.6689778939796
"1250",11.7700348119962
"1251",12.4123040273945
"1252",12.7343615770149
"1253",12.0911651114463
"1254",11.9195590218593
"1255",12.0502899520603
"1256",11.9593050858499
"1257",12.1425551364865
"1258",12.3490450086201
